prioridad,nombre_informante,domicilio,colonia,localidad,riesgo_predicho,probabilidad_alto,motivo_prioridad,score_total,requiere_atencion_prioritaria
123,Juan Domínguez Cruz,"Calle Real #276, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),11,True
124,Teresa Ozuna Jiménez,"Calle del Río #25, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),11,True
125,Pedro Flores Méndez,"Calle Real #13, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
126,Sergio Sergio Castellanos Aguilar,"Calle Allende #109, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
127,Margarita Castellanos Aguilar,"Avenida 20 de Noviembre #37, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
128,Carlos Zenteno Martínez,"Calle 1 Norte #163, Col. El Bosque",El Bosque,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,10,True
129,José Castellanos Ovando,"Calle Matamoros #162, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
130,Lucía Coutiño López,"Calle Libertad #83, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
131,Ramón Vázquez Cruz,"2da Calle Norte #165, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada; menor de 1 año en el hogar; menor de 5 años sin vacunas registradas,11,True
132,Javier Luis Cruz Gómez,"Calle Juárez #185, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
133,Enrique Castellanos Ramírez,"1ra Calle Norte #219, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),10,True
134,Alberto Martínez Torres,"Avenida Emiliano Zapata #46, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
135,Teresa Nucamendi Espinosa,"Calle Morelos #59, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
136,Beatriz Aguilar Cruz,"Avenida Emiliano Zapata #249, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
137,Sergio Jiménez Pérez,"Calle Allende #112, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
138,Beatriz Verónica Nucamendi Ramírez,"3ra Calle Norte #116, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
139,Marco Ovando Flores,"Calle 5 de Mayo #39, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
140,María Espinosa Méndez,"Calle Libertad #124, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
141,Javier Luis Jiménez Domínguez,"1ra Calle Norte #225, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
142,Patricia Ruiz Ramírez,"Avenida Emiliano Zapata #160, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
143,Rosa González Penagos,"Calle Allende #218, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas,10,True
144,Rosa Méndez Zenteno,"Calle Allende #151, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),12,True
145,José Coutiño Cruz,"Calle Allende #235, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
146,Adriana Moreno Ozuna,"Calle Juárez #154, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
147,Martha Leticia Hernández Jiménez,"Calle Morelos #151, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
148,Marco Pérez García,"Calle Morelos #177, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),10,True
149,Roberto Ruiz González,"Calle Allende #270, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
150,Ramón Domínguez Aguilar,"Calle Libertad #96, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
151,Alberto Ruiz Torres,"Calle Allende #2, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
152,Adriana Ovando Moreno,"2da Calle Norte #251, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
153,Gabriela Vázquez Cruz,"Calle Allende #270, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),11,True
154,Claudia Grajales López,"Calle Matamoros #52, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),11,True
155,Alberto Castellanos Flores,"Boulevard Ángel Albino Corzo #127, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
156,Ramón Pérez Flores,"Avenida 20 de Noviembre #259, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),10,True
157,Marco Manuel Espinosa Coutiño,"Calle Juárez #188, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
158,Guadalupe Gutiérrez Flores,"Calle Libertad #121, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
159,Gabriela Ramírez González,"Calle Real #128, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
160,Leticia Martha Chanona Méndez,"Calle Real #146, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar,10,True
161,Silvia Velázquez Zenteno,"Calle Central Oriente #185, Col. Patria Nueva",Patria Nueva,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
162,Patricia Silvia Moreno Ruiz,"2da Calle Norte #28, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
163,Carlos López Ruiz,"Calle Libertad #123, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
164,Beatriz Gómez González,"Calle 2 Sur #16, Col. Albania Baja",Albania Baja,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),11,True
165,Sergio Pérez Zenteno,"Avenida 20 de Noviembre #107, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
166,Adriana Ruiz Torres,"Calle Hidalgo #250, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
167,Claudia Aguilar Pérez,"Calle Matamoros #22, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
168,Rosa Flores López,"Calle Matamoros #6, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),11,True
169,Antonio Ramírez Ovando,"Avenida 20 de Noviembre #209, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
170,Roberto Moreno Grajales,"Avenida 20 de Noviembre #193, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
171,Miguel Zenteno Hernández,"Calle 5 de Mayo #3, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
172,Beatriz Méndez Moreno,"Calle Juárez #228, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
173,Jesús Alberto López Zenteno,"Calle 1 Norte #124, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada,10,True
174,Sofía Adriana Nucamendi Pérez,"Avenida de la Juventud #163, Col. Centro",Centro,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
175,Miguel Sergio Flores Martínez,"Calle Morelos #188, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
176,Adriana Ovando Ovando,"Calle 5 de Mayo #59, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
177,Marco Martínez González,"Calzada de las Etnias #152, Col. Colinas del Sur",Colinas del Sur,Tuxtla Gutiérrez,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
178,Lucía Beatriz Hernández Torres,"Calle Hidalgo #104, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
179,José Ovando Ruiz,"Avenida Emiliano Zapata #5, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),11,True
180,José Alberto López Méndez,"3ra Calle Norte #184, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
181,Óscar Ovando Flores,"Calle Libertad #39, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
182,Francisco Penagos Ovando,"Calle 5 de Mayo #41, Col. San José",San José,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
183,Juana López Martínez,"Avenida 20 de Noviembre #4, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
184,Carmen Penagos Espinosa,"Calle Libertad #45, Col. San Roque",San Roque,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
185,Jesús García Domínguez,"Calle Libertad #169, Col. Pacú",Pacú,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
186,Rosa Grajales Velázquez,"Calle Juárez #156, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
187,Sofía Sánchez Domínguez,"Avenida 20 de Noviembre #82, Col. Centro",Centro,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),11,True
188,Jesús Espinosa Sánchez,"Calle 5 de Mayo #186, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); integrante embarazada,10,True
189,Luis Chanona Espinosa,"Calle 5 de Mayo #188, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9999,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),11,True
190,Juan Coutiño Méndez,"Calle Morelos #250, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
191,Sergio Coutiño Ozuna,"Calle Morelos #256, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
192,Patricia Alejandra Jiménez Pérez,"Calle Juárez #56, Col. Centro",Centro,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
193,Juana López Vázquez,"Calle Allende #214, Col. El Calvario",El Calvario,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); menor de 1 año en el hogar; menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
194,Sofía Beatriz Vázquez Castellanos,"Calle Hidalgo #186, Col. Centro",Centro,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),9,True
195,José Carlos Coutiño Ramírez,"Calle Libertad #113, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
196,Antonio Pedro Coutiño Flores,"3ra Calle Norte #11, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); integrante embarazada; menor de 1 año en el hogar; hacinamiento severo (más de 3 personas por cuarto),10,True
197,Manuel Gutiérrez Castellanos,"2da Calle Norte #39, Col. San Antonio",San Antonio,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); menor de 5 años sin vacunas registradas; hacinamiento severo (más de 3 personas por cuarto),10,True
198,Jesús Grajales Ruiz,"1ra Calle Norte #219, Col. San Jacinto",San Jacinto,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
199,Leticia Domínguez Morales,"1ra Calle Norte #223, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
200,Marco Ozuna Chanona,"Calle Real #207, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
201,Patricia Ovando Morales,"Calle Real #135, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); integrante embarazada; menor de 5 años sin vacunas registradas,9,True
202,Eduardo Gómez Nucamendi,"Calle Libertad #128, Col. Linda Vista",Linda Vista,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); integrante embarazada; hacinamiento severo (más de 3 personas por cuarto),10,True
203,Rafael Jesús Espinosa Vázquez,"Calle Hidalgo #201, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
204,Patricia Velázquez Gutiérrez,"Calle Libertad #243, Col. San Roque",San Roque,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
205,Claudia Ramírez Pérez,"Calle Real #9, Col. Guadalupe",Guadalupe,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
206,Marco Domínguez Gutiérrez,"Calle Matamoros #99, Col. San José",San José,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); mascota en la vivienda sin vacunación al corriente (riesgo zoonótico),10,True
207,Adriana Cruz Castellanos,"Calle Matamoros #19, Col. Las Palmas",Las Palmas,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); integrante embarazada; mascota en la vivienda sin vacunación al corriente (riesgo zoonótico); hacinamiento severo (más de 3 personas por cuarto),10,True
208,Antonio Coutiño Espinosa,"Avenida 20 de Noviembre #192, Col. Pacú",Pacú,Suchiapa,ALTO,0.9998,riesgo familiar ALTO (modelo); hacinamiento severo (más de 3 personas por cuarto),10,True
